,food_name,review,url,location,reviewer_score,average_score
71,Bún Đậu Homemade - Nguyễn Văn Tráng,Chè sương sáo hoa lài thơm mùi hoa lài; vị thanh dịu . Chè đậu đen vị cũng rất vừa ăn. Mình thích nhất là mâm đựng đồ ăn bằng mây rất dân dã đông quê. Mình gọi bánh gối. Vị vừa ăn và nước mắm nêm vừa ...,https://www.foody.vn/ho-chi-minh/bun-dau-homemade-nguyen-van-trang/binh-luan-15638750,Quận 1,7.8,7.0
72,Tamarind Hidden Cocktail Bar,"Đã gọi là khách quen mà toàn bị dụ upsale... mình đi cho kịp happy hour cho dc giảm nửa giá, nào ngờ bị full bill, còn kêu là ở đây happy hour là mua 1 tặng 1. Chắc là sẽ không bao giờ đi lại...",https://www.foody.vn/ho-chi-minh/tamarind-hidden-cocktail-bar/binh-luan-5655790,Quận 1,6.6,8.6
73,Trà Chanh Sài Phố,Buổi tối mng thường tập trung ở đây khá đông vì không gian nằm gần bờ sông nên rất mát mẻ . Đồ ăn ngon và rẻ . Tụ tập chém gió cùng hội bạn là nơi lý tưởng & tuyệt vời ☺️,https://www.foody.vn/ho-chi-minh/tra-chanh-sai-pho/binh-luan-831665,Quận 1,10.0,8.0
74,Quán No - Bún Đậu Mắm Tôm,"Ship hàng nhanh, đóng gói cẩn thận. Chưa qua quán ăn nhưng thấy chất lượng ship vậy là ok.",https://www.foody.vn/ho-chi-minh/quan-no-bun-dau-mam-tom/binh-luan-15637315,Quận 1,9.4,7.9
75,Ăn Cơm Uống Nước - Thái Bistro & Coffee,"- Lần đầu được bạn dẫn đến ăn, nếu so về giá thì cũng k rẻ và có thêm phia phục vụ 5% nhưng lại được phục vụ rất tệ - Nhân viên mang đồ ăn ra, 1 tay cầm 1 tay buông xui, trong khi bàn rất nhỏ, mà k sử ...",https://www.foody.vn/ho-chi-minh/an-com-uong-nuoc-thai-bistro-coffee/binh-luan-15636769,Quận 1,2.6,6.3
76,Súp Cua & Phá Lấu - Cô Giang,"Phá lấu ngọt nước, cô chú bán hàng cực kỳ dễ thương 😘 Sẽ quay lại nhiều lần sau",https://www.foody.vn/ho-chi-minh/sup-cua-pha-lau-co-giang/binh-luan-11782535,Quận 1,10.0,7.7
77,Tré Trộn Cô Ri - Đông Du,"Mua hộp lớn 100k đc 3 miếng chả và 3 trứng cúc 😡 Bán kiểu gì vậy trời , thông thường bán chả bò hnay mua chả heo mà chả thì đc 3 miếng nhỏ xíu . Bán gì mà mắc giữ vậy . Nhìn cái hộp 100k mà tao tức ...",https://www.foody.vn/ho-chi-minh/tre-tron-co-ri-dong-du/binh-luan-12818772,Quận 1,3.6,
78,Le Petit Roland - Cafe & Bánh Pháp,"Tiệm bánh có tiếng ở Q1 lâu rồi giờ dời về 25 Thăng Long, P.4, Q. Tân Bình nè. Quán nổi bật với tông màu xanh ngọc mướt mát. Không gian quán theo tông trắng như các quán cafe kiểu Pháp. Bước vào là thấy ...",https://www.foody.vn/ho-chi-minh/le-petit-roland-cafe-banh-phap/binh-luan-14043672,Quận 1,8.2,7.3
79,Osaka Ohsho Saigon Center - Quán Mì Ramen - Gyoza Nhật Bản,Quen thuộc một mình.....                                                       ,https://www.foody.vn/ho-chi-minh/osaka-ohsho-saigon-center-quan-mi-ramen-gyoza-nhat-ban/binh-luan-6014850,Quận 1,9.2,7.4
80,Belgo Belgian Craft Beer Brewery - Nguyễn Văn Thủ,"Bia ngon và đa dạng, phù hợp với giá tiền. Không gian ấm cúng, sạch sẽ. Hợp để dating lẫn đi theo nhóm. Hầu hết các bạn phục vụ, lẫn tạp vụ, bảo vệ đều lịch sự, thân thiện, trừ một bạn phục vụ - bartender ...",https://www.foody.vn/ho-chi-minh/belgo-the-belgian-craft-beer-brewery/binh-luan-14276256,Quận 1,8.4,8.1
81,Highlands Coffee - Vincom B3,"Ghé gặp khách ở đây, trong lúc chờ khách thì mình xuống b3 của vincom lê- thánh- tôn- để ngồi. không gian highland ở đây là dạng mở, chia thành 2 khu ngồi, không gian nhìn chung là cũng rộng rãi, sức ...",https://www.foody.vn/ho-chi-minh/highlands-coffee-vincom-center/binh-luan-5150842,Quận 1,8.2,7.2
82,Nhà Hàng Chay Phương Mai - Võ Thị Sáu,Tuyệt vời!                                                                     ,https://www.foody.vn/ho-chi-minh/nha-hang-chay-phuong-mai/binh-luan-15635822,Quận 1,8.6,8.1
83,The Elbow Room - Món Âu Mỹ,Was literally the only person in this place for 80 minutes and my food never came. Then they told me it wasn’t coming. Waste of an afternoon. Six waiters standing around playing on their phones and cannot ...,https://www.foody.vn/ho-chi-minh/elbow-room/binh-luan-3152251,Quận 1,4.0,7.5
84,Chị Hoa - Vietnamese Cuisine - Hai Bà Trưng,Giá hơi cứng xíu nhưng thức ăn ok.                                             ,https://www.foody.vn/ho-chi-minh/chi-hoa-vietnamese-cuisine-hai-ba-trung/binh-luan-7454282,Quận 1,8.0,7.8
85,"Flat White Coffee, Teas & Cakes",Cacao trứng rất ngon. Đáng thử . Anh chủ quán nói chuyện hết sức có duyên luôn.,https://www.foody.vn/ho-chi-minh/flat-white-coffee-teas-cakes/binh-luan-15634689,Quận 1,9.6,7.8
86,Mellower Coffee - Deutsches Haus Store - Lê Duẩn,"Mellower chi nhánh cửa hàng trong sảnh Toà nhà Đức. Mỗi khi đi làm đều ghé đây mua 1 ly cafe nóng thơm phức. Mình thích nhất combo cappuccino với bánh croissant 😍 các bạn nhân viên cũng dễ thương nữa, ...",https://www.foody.vn/ho-chi-minh/mellower-coffee-deutsches-haus-store-le-duan/binh-luan-12950555,Quận 1,9.6,9.6
87,Cơm Tấm 68 - Trần Quang Khải,"Cơm ngon, giá hợp lý, quán hơi nhỏ                                             ",https://www.foody.vn/ho-chi-minh/com-tam-68-tran-quang-khai/binh-luan-11257282,Quận 1,8.0,8.0
88,Arirang BBQ - Ẩm Thực Hàn Quốc,Booked private room. Nice view and good service.                               ,https://www.foody.vn/ho-chi-minh/arirang-bbq-am-thuc-han-quoc/binh-luan-7204560,Quận 1,7.2,8.0
89,Starbucks Coffee - Nguyễn Huệ,"View đẹp, thoáng mát 👍🏻👍🏻👍🏻 @t4_eattheworld                             ",https://www.foody.vn/ho-chi-minh/starbucks-coffee-nguyen-hue-196982/binh-luan-7053590,Quận 1,7.8,7.6
90,Cơm Tấm Delichi - Cơm Tấm Sườn Bì Chả - Nguyễn Thị Minh Khai,"Thị thì khét, cực nhỏ và mỏng. Giá thì gần 40k sau khi có giảm. Canh thì giao tới đã bị đổ một nửa. Thật sự không bằng cơm tấm lề đường 25k.",https://www.foody.vn/ho-chi-minh/com-tam-delichi-com-tam-suon-bi-cha-nguyen-thi-minh-khai/binh-luan-12632427,Quận 1,3.4,
91,HAOCHA Milk Tea - Nguyễn Thị Minh Khai,"Hay có deal 10-11-12k nên mình thường uống, vị ok lắm có điều đá full ly dù dặn 50 đá",https://www.foody.vn/ho-chi-minh/haocha-milk-tea-nguyen-thi-minh-khai/binh-luan-10779330,Quận 1,6.8,7.9
92,Crystal Jade Kitchen - Saigon Centre - Nhà Hàng Quảng Đông,Cần pass voucher giảm 50% của Crystal Jade và Seorae Liên hệ: 090.135.2228   ,https://www.foody.vn/ho-chi-minh/crystal-jade-kitchen-saigon-centre-nha-hang-quang-dong/binh-luan-15630933,Quận 1,10.0,7.4
93,Wow Chicken - Gà Rán & Cơm Gà - Sương Nguyệt Ánh,Mình bỏ ra hơn 100k để mua phần Combo2 và Thêm Tok riêng. Phần sốt ăn vị okkk mình cho shop một điểm cộng. Ăn miếng đầu tiên mình tưởng ăn DA GÀ CHIÊN :)) ăn miếng sau thì nó thành bột chiên. Lớp bột ...,https://www.foody.vn/ho-chi-minh/wow-chicken-ga-ran-com-ga-suong-nguyet-anh/binh-luan-15630302,Quận 1,3.8,8.3
94,Cyclo Cafe - Majestic Hotel,"Ăn trưa cùng đồng nghiệp dịp chay tháng 7 vừa qua. Giá khá tốt so với các nhà hàng 5sao khác. Mon ngon, vừa miệng, nhất là chè khúc bạch trà xanh thốt nốt. Giá 90k/món, ăn 3,4 món có gía combo. Sẽ còn ...",https://www.foody.vn/ho-chi-minh/majestic/binh-luan-413875,Quận 1,8.8,8.5
95,Lebois Kitchen - Phá Lấu Khìa Nước Dừa,"Mình biết bếp qua FB Lebois Kitchen, nhìn ngon quá nên đặt ăn thử. Mình đặt xôi phá lấu, còn anh mình đặt xôi gà xé. Phần xôi siêu nhiều, ăn xong no xỉu luôn. Giao tới còn nóng hổi, xôi mềm dẻo, phá lấu ...",https://www.foody.vn/ho-chi-minh/lebois-kitchen-pha-lau-khia-nuoc-dua/binh-luan-10668831,Quận 1,8.8,9.2
96,Nghi Xuân Restaurant,"Nhà hàng khá rộng rãi và thoải mái. Menu đồ uống khá đa dạng và phong phú. Mấy món ăn ở đây khá đậm đà và đẹp mắt, ăn kiểu cách cứ như người Nhật vậy, cả bánh bèo cũng tí ti. Đựng trong mấy cái chén ...",https://www.foody.vn/ho-chi-minh/nghi-xuan/binh-luan-48337,Quận 1,7.4,7.4
97,Bánh Canh Cua Dì Năm - Cô Giang,"Ăn thử phần 65k , cục giò móng toàn xương , 1 con tôm vừa + 2 lát thịt nạt mỏng + 1 cục chả cá k lớn gì + 1 nấm rơm nhỏ xíu + 2 cục huyết . Cua thì là phần thịt ở càng lớn nhưng cũng không nhiều , nước ...",https://www.foody.vn/ho-chi-minh/banh-canh-cua-di-nam-co-giang/binh-luan-3058273,Quận 1,4.6,8.3
98,Anh Út - Mì Quảng Trộn - Lê Lợi,"Chỗ này chỉ bán take away, nhanh gọn lẹ, đồ ăn đã được để sẵn từng phần nên ghé mua là có liền luôn, rất thích hợp cho những buổi sáng vội vã đi học, đi làm. Nhân viên phải nói là cực kỳ dễ thương, nói ...",https://www.foody.vn/ho-chi-minh/anh-ut-mi-quang-tron-le-loi/binh-luan-3999513,Quận 1,7.4,7.4
99,Soho Cafe Lounge,"Soho Cafe & Lounge có không gian sang trọng, mang xu hướng cổ điển xen lẫn hiện đại! Rất tinh tế Địa điểm lý tưởng cho những cuộc gặp gỡ, hẹn hò!",https://www.foody.vn/ho-chi-minh/soho-cafe-lounge/binh-luan-3661346,Quận 1,9.2,6.0
100,Phở Bê Thanh Đa - Bò Tơ Củ Chi,"1. Nạm thái sai xớ 2. Bánh phở như bánh canh 3. Nước dùng không có mùi của phở 4. Người đứng bán ko biết làm theo yêu cầu của khách Tóm lại, ĂN MỘT LẦN LÀ CHIA TAY MỘT ĐỜI",https://www.foody.vn/ho-chi-minh/pho-be-thanh-da-bo-to-cu-chi/binh-luan-15626441,Quận 1,3.4,8.8
101,Quán Mì Cật - Trương Định,1 Tô 70k gồm mì dai vài miếng cật. nước dùng có thịt bằm béo ngậy vị nước lèo thi ko co gì đặc sắc. thái độ phục vụ tệ. Lúc ngồi xuống bàn chạy tới hỏi ăn gì (gui xe cũng la gửi bên quán hủ tiếu) gọi ...,https://www.foody.vn/ho-chi-minh/mi-cat-truong-dinh/binh-luan-12716831,Quận 1,2.8,6.6
102,Toohai Bar - Rooftop Beta Building,"Bar nằm ngay ngã 4, dễ tìm. Thang máy đẹp, vừa mở thang máy ra là nhạc xập xình quá đã. Giữ xe tốn tiền. Bar có chỗ ở ngoài trời luôn, ko ồn như ở trong. Nhiệt vô cùng.",https://www.foody.vn/ho-chi-minh/toohai-bar-rooftop-beta-building/binh-luan-1037480,Quận 1,8.8,8.3
103,Gogi House - Quán Nướng Hàn Quốc - Vincom Center,"Đã đi ăn ở đây nhiều lần và thấy rất thích món ăn phong phú đa dạng , ngoài nướng còn có các món truyền thống như miến trộn cũng rất ngon, nhân viên phục vụ ok.",https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-vincom-center/binh-luan-11961012,Quận 1,9.8,8.0
104,The ATM Cocktail Bar & Kitchen,Không biết nói gì hơn. Lâu rồi mới kiếm được quán ưng ý như vậy. Nay nhờ anh chủ mình tìm được ly cocktail chân ái sau mấy lần ở các quán khác. Đỉnh cao Brandy Alexander huhu ngon quá. Live music cũng ...,https://www.foody.vn/ho-chi-minh/the-atm-cocktail-bar-kitchen/binh-luan-10563780,Quận 1,9.0,9.2
105,Hue Delights 3 - Ẩm Thực Huế - TTTM Takashimaya,Với món ăn ở đây mình không ý kiến. Vì món ăn cũng rất OK khi mình gọi phần combo. Nhưng mình rất bức xúc với cách phục vụ thiếu chuyên nghiệp của nhân viên phục vụ. Mình đi 2 người kêu 1 phần combo + ...,https://www.foody.vn/ho-chi-minh/hue-delights-3-tttm-takashimaya/binh-luan-11337249,Quận 1,3.4,6.8
106,Kiba Saigon - Fusion Tapas - Phó Đức Chính,"Rất ngon, hương vị lạ, hầu như các loại sốt hay rau củ ướp đều có hương thảo mộc thơm thơm khá ngon miệng. Taco cá hồi xông khói với lớp vỏ bánh tráng chiên mỏng, hơi mặn nhưng cũng tươi ngon, dễ ăn. ...",https://www.foody.vn/ho-chi-minh/kiba-saigon-fusion-tapas-restaurant/binh-luan-6386263,Quận 1,8.0,8.2
107,Bà Bành Bakery - Bông Lan Trứng Muối - Sương Nguyệt Ánh,"Bánh rất ngon luôn ạ, cốt bánh mềm, sốt thơm đặc biệt là rất béo vị phô mai, Bánh có vị ngọt thanh, vừa ăn Bánh kem trà earl grey ở đây là ngon nhất mà mình từng ăn luôn ạ Mọi người nên đặt thử và trải ...",https://www.foody.vn/ho-chi-minh/ba-banh-bakery-bong-lan-trung-muoi-suong-nguyet-anh.symiim/binh-luan-15621743,Quận 1,10.0,9.4
108,Cháo Quảng Thập Cẩm,"Đi từ hướng cầu Ông Lãnh vào thì nằm bên tay trái, ngay kế VIssan luôn, tủ bán có đèn nên dễ nhận. Trước giờ toàn được người ta mua mang về nhà ăn, lần đầu ăn tại chỗ. Đến nơi gọi rồi cô bán múc cháo ...",https://www.foody.vn/ho-chi-minh/chao-quang-thap-cam/binh-luan-1774185,Quận 1,7.0,6.9
109,Bánh Xếp & Bánh Tai Yến,"Chỗ này đợt trước nhà mình đi đăng kí du lịch ở Ngã tư Nguyễn Thị Minh Khai và Pátuer, thấy chỗ này nên băng qua đường mua ăn thử. Ảnh nói 10g là dọn ra bán rồi ha, chỉ bán 2 loại bánh là bai xếp chiên ...",https://www.foody.vn/ho-chi-minh/banh-xep-banh-tai-yen/binh-luan-1281046,Quận 1,6.2,6.2
110,"Mai Xuân Cảnh - Miến Phở Gà, Phố Nướng",Số đt không đúng                                                               ,https://www.foody.vn/ho-chi-minh/mai-xuan-canh-mien-pho-ga-pho-nuong/binh-luan-13156834,Quận 1,4.8,
111,Lẩu Bò Quang Khải - Hồ Hảo Hớn,"Đồ ăn nêm gia vị ổn + giá rẻ so với những quán khác. Tuy nhiên, về phần rau. Mình thấy quán nên cải thiện. Nhìn đĩa rau hết muốn ăn. Rau dập, héo. Cảm giác rửa không sạch. Phục vụ: không tốt.",https://www.foody.vn/ho-chi-minh/lau-bo-quang-khai-ho-hao-hon/binh-luan-5934527,Quận 1,4.0,6.3
112,Bánh Cuốn 155,Nhắc bánh cuốn lại thấy thèm thế là chạy vù ra ăn.Lần này nhớ chụp hình trước rồi mới chiến đấu nè.Mọi người thấy có hấp dẫn không,https://www.foody.vn/ho-chi-minh/banh-cuon-155/binh-luan-3230772,Quận 1,9.8,9.4
113,Quán Ốc Hải Nam,Các loại ốc tươi Giá không rẻ cũng ko mắc Đậu hũ giấy bạc dở Hờ hờ           ,https://www.foody.vn/ho-chi-minh/quan-oc-hai-nam/binh-luan-2543086,Quận 1,7.2,8.6
114,Bánh Tráng Trộn Cống Quỳnh,"nhìn sạch sẽ, bự, đậm vị                                                       ",https://www.foody.vn/ho-chi-minh/banh-trang-tron-cong-quynh/binh-luan-12768535,Quận 1,7.6,8.0
115,Gánh Ốc Luộc Mắm Gừng,"Ốc bình dân nhưng giá ko bình dân 😂😂 Thấy fb rầm rộ quá nên đòi đi ăn thử cho bằng được, gánh nằm ngay đầu đường dễ tìm lắm ạ. Có điều ko có chổ để xe, bửa cô chủ kêu mình để đỡ gần gần đó . Cô cũng ...",https://www.foody.vn/ho-chi-minh/ganh-oc-luoc-mam-gung/binh-luan-5030539,Quận 1,6.4,6.3
116,Canh Bún Quầy Số 9 - Phồ Hàng Rong,"Ở gần đây có gánh canh bún nổi tiếng nên khó cạnh tranh lắm nè, bữa nay chắc bị dẹp đường phố nên bà con dạt qua đây ăn cũng đông :)). Chị chủ hỏi cũng kĩ, ăn đầy đủ hông, ớt hông, mắm hông, chanh hông. ...",https://www.foody.vn/ho-chi-minh/canh-bun-quay-so-9-pho-hang-rong/binh-luan-1738876,Quận 1,7.4,7.4
117,Bún Thịt Xào Quầy Số 14 - Phố Hàng Rong,"Ở đây có bún thịt xào với món gì ấy quên r, ăn từ mấy ngày trước ahihi :)). Bữa đó xếp hàng dài, đông ơi là đông huhu Bún thịt xào đây chất lượng lắm nha. Mình mua về hộp 25k, nhiều banh chành luôn 😍. ...",https://www.foody.vn/ho-chi-minh/bun-thit-xao-quay-so-14-pho-hang-rong/binh-luan-1738881,Quận 1,8.0,8.0
118,Cơm Gà Hải Nam - Nguyễn Thái Bình,"Trưa nay mình ghé mua 1 hộp cơm gà luộc và 1 tô canh xà lách xoong, tô canh có con sâu chà bá luôn, phải chi nhỏ nhỏ thì còn châm chước được, đằng này to đùn như thế, không biết họ lặt rửa kiểu gì. Khâu ...",https://www.foody.vn/ho-chi-minh/com-ga-hai-nam-nguyen-thai-binh/binh-luan-10354065,Quận 1,3.8,
119,JAPAN EATS - CƠM LƯƠN - SANDWICH & COFFEE,"Nice concept, new eatery hidden deep deep in the alley. They cooperate with real restaurants in Japan to serve each restaurant’s signature dishes. Now, 4 restaurants and 1 cafe. うなわ/Unawa (Eel Kabayaki), ...",https://www.foody.vn/ho-chi-minh/japan-eats-com-luon-sandwich-coffee/binh-luan-14145133,Quận 1,7.0,7.0
120,Gỏi Cuốn Bà Dzú - Gỏi Cuốn & Bún Thịt Xào - Không Chi Nhánh,Đặt 5 cuốn tai heo 5 cuốn tôm thịt nhưng giao toàn tôm thịt không? Giận thiệt sự,https://www.foody.vn/ho-chi-minh/goi-cuon-ba-dzu/binh-luan-15614318,Quận 1,,7.0
121,BuoNo - Steak & Spaghetti,"mình đặt món bò sốt tiêu cảm nhận thì món thịt bò hơi dai, nhiều gân cắn mỏi răng mới đứt miếng thịt , bò không ngọt cho lắm , tạm chấp nhận. nước sốt ăn kèm cũng bình bình không có đặc trưng riêng. điểm ...",https://www.foody.vn/ho-chi-minh/buono-mi-y-cay/binh-luan-3233755,Quận 1,5.8,7.2
122,Cơm Gà Da Giòn Lucky 2,"Trời ơi mình nói á hả, quán này nó kế bên caztus ntmk luôn, nên ăn no phủ phê sang uống cà phê thì không gì sánh bằng hihi. Cơm gà đây ngon nè, rất nhiều luôn và chất lượng lắm. Bạn mình ăn mì xanh xong ...",https://www.foody.vn/ho-chi-minh/com-ga-da-gion-lucky-2/binh-luan-4374993,Quận 1,7.2,7.2
123,Highlands Coffee - Dinh Độc Lập,"Vị trí ngay trung tâm, view đẹp, không gian cũng rộng, nhiều chỗ ngồi nhưng không khí hơi ngộp tí ☺️☺️☺️ Nước uống thì nói nhiều rồi, cứ tới là trà sen vàng hoặc trà thạch đào thôi 🤣🤣🤣 @t4_eattheworld",https://www.foody.vn/ho-chi-minh/highlands-coffee-135-nam-ky-khoi-nghia/binh-luan-11659661,Quận 1,7.6,8.0
